SAP Community Tags;;;;;;;;;;;
"And Associated ""Tag Pages""";;;;;;;;;;;
;;;;;;;;;;;
Tag Names;;;;;;;;Allowed Tagging;Term ID;Associated Tag Page (Click on a link to open the page and follow the tag);
;;;SAP HANA IoT Connector by OSIsoft;;;;(level 3);Primary and secondary;73555000100800000217;https://go.sap.com/community/tag.html?id=73555000100800000217;
;;;SAP HANA remote data sync;;;;(level 3);Primary and secondary;73554900100800000272;https://go.sap.com/community/tag.html?id=73554900100800000272;
;;;SAP HANA rules framework;;;;(level 3);Primary and secondary;67838200100800006753;https://go.sap.com/community/tag.html?id=67838200100800006753;
;;;SAP HANA smart data integration;;;;(level 3);Primary and secondary;73554900100800000033;https://go.sap.com/community/tag.html?id=73554900100800000033;
;;;SAP HANA smart data quality;;;;(level 3);Primary and secondary;73555000100800000105;https://go.sap.com/community/tag.html?id=73555000100800000105;
;;;SAP HANA smart data streaming;;;;(level 3);Primary and secondary;73554900100800000098;https://go.sap.com/community/tag.html?id=73554900100800000098;
;;;SAP HANA studio;;;;(level 3);Primary and secondary;67838200100800004076;https://go.sap.com/community/tag.html?id=67838200100800004076;
;;;SAP HANA, add-on for accelerated inbox search for SAP CRM interaction center;;;;(level 3);Primary and secondary;67838200100800005677;https://go.sap.com/community/tag.html?id=67838200100800005677;
;;;SAP HANA, enterprise extended edition;;;;(level 3);Primary and secondary;01200314690800001891;https://go.sap.com/community/tag.html?id=01200314690800001891;
;;;SAP HANA, Internet of Things edition;;;;(level 3);Primary and secondary;67837800100800007289;https://go.sap.com/community/tag.html?id=67837800100800007289;
;;;SAP HANA, platform edition;;;;(level 3);Primary and secondary;01200314690800001945;https://go.sap.com/community/tag.html?id=01200314690800001945;
;;;SAP HANA, version for IBM Power Systems architecture;;;;(level 3);Primary and secondary;73554900100800000114;https://go.sap.com/community/tag.html?id=73554900100800000114;
;;SAP HANA Cloud Platform;;;;;(level 2);Displayed, but not selectable;73555000100700000181;N/A;
;;;cloud connector for SAP HANA Cloud Platform;;;;(level 3);Primary and secondary;67837800100800004901;https://go.sap.com/community/tag.html?id=67837800100800004901;
;;;SAP HANA Cloud Integration tools;;;;(level 3);Primary and secondary;67838200100800006241;https://go.sap.com/community/tag.html?id=67838200100800006241;
;;;SAP HANA Cloud Platform for the Internet of Things;;;;(level 3);Primary and secondary;01200615320800003694;https://go.sap.com/community/tag.html?id=01200615320800003694;
;;;SAP HANA Cloud Platform Integration for data services;;;;(level 3);Primary and secondary;73555000100800000182;https://go.sap.com/community/tag.html?id=73555000100800000182;
;;;SAP HANA Cloud Platform Integration for process services;;;;(level 3);Primary and secondary;67838200100800005117;https://go.sap.com/community/tag.html?id=67838200100800005117;
;;;SAP HANA Cloud Platform ;;;;(level 3);Primary and secondary;67837800100800006801;https://go.sap.com/community/tag.html?id=67837800100800006801;
;;;SAP HANA Cloud Platform, mobile service for development and operations;;;;(level 3);Primary and secondary;67837800100800005974;https://go.sap.com/community/tag.html?id=67837800100800005974;
;;;SAP HANA Cloud Platform, smart data streaming;;;;(level 3);Primary and secondary;73555000100800000215;https://go.sap.com/community/tag.html?id=73555000100800000215;
;;;SAP HANA Cloud Portal;;;;(level 3);Primary and secondary;01200314690800003678;https://go.sap.com/community/tag.html?id=01200314690800003678;
;;;UI tools for SAP HANA Cloud Platform;;;;(level 3);Primary and secondary;67837800100800007077;https://go.sap.com/community/tag.html?id=67837800100800007077;
;;SAP HANA Live;;;;;(level 2);Displayed, but not selectable;73554900100700001326;N/A;
;;;SAP HANA Live for Commodity Management;;;;(level 3);Primary and secondary;67838200100800006846;https://go.sap.com/community/tag.html?id=67838200100800006846;
;;;SAP HANA Live for EHP 4 for SAP ERP;;;;(level 3);Primary and secondary;67837800100800006714;https://go.sap.com/community/tag.html?id=67837800100800006714;
;;;SAP HANA Live for EHP 7 for SAP ERP;;;;(level 3);Primary and secondary;73554900100800000314;https://go.sap.com/community/tag.html?id=73554900100800000314;
;;;SAP HANA Live for Event Management;;;;(level 3);Primary and secondary;67838200100800006330;https://go.sap.com/community/tag.html?id=67838200100800006330;
;;;SAP HANA Live for Event Management and Transportation Management cross-analytics;;;;(level 3);Primary and secondary;67838200100800006859;https://go.sap.com/community/tag.html?id=67838200100800006859;
;;;SAP HANA Live for Extended Warehouse Management;;;;(level 3);Primary and secondary;67838200100800006628;https://go.sap.com/community/tag.html?id=67838200100800006628;
;;;SAP HANA Live for Financial Close;;;;(level 3);Primary and secondary;67838200100800006328;https://go.sap.com/community/tag.html?id=67838200100800006328;
;;;SAP HANA Live for Flexible Real Estate Management;;;;(level 3);Primary and secondary;73554900100800000003;https://go.sap.com/community/tag.html?id=73554900100800000003;
;;;SAP HANA Live for Insurance;;;;(level 3);Primary and secondary;67838200100800006333;https://go.sap.com/community/tag.html?id=67838200100800006333;
;;;SAP HANA Live for Manufacturing;;;;(level 3);Primary and secondary;67838200100800006331;https://go.sap.com/community/tag.html?id=67838200100800006331;
;;;SAP HANA Live for Policy Management;;;;(level 3);Primary and secondary;67838200100800006144;https://go.sap.com/community/tag.html?id=67838200100800006144;
;;;SAP HANA Live for Production Revenue Accounting;;;;(level 3);Primary and secondary;73554900100800000311;https://go.sap.com/community/tag.html?id=73554900100800000311;
;;;SAP HANA Live for Reinsurance Management;;;;(level 3);Primary and secondary;67837800100800007333;https://go.sap.com/community/tag.html?id=67837800100800007333;
;;;SAP HANA Live for Retail;;;;(level 3);Primary and secondary;67838200100800006857;https://go.sap.com/community/tag.html?id=67838200100800006857;
;;;SAP HANA Live for SAP Business Suite foundation component;;;;(level 3);Primary and secondary;67837800100800007361;https://go.sap.com/community/tag.html?id=67837800100800007361;
;;;SAP HANA Live for SAP Commercial Project Management;;;;(level 3);Primary and secondary;67838200100800006680;https://go.sap.com/community/tag.html?id=67838200100800006680;
;;;SAP HANA Live for SAP CRM;;;;(level 3);Primary and secondary;67837800100800005800;https://go.sap.com/community/tag.html?id=67837800100800005800;
;;;SAP HANA Live for SAP CRM and SAP ERP cross-analytics;;;;(level 3);Primary and secondary;67837800100800007365;https://go.sap.com/community/tag.html?id=67837800100800007365;
;;;SAP HANA Live for SAP ERP;;;;(level 3);Primary and secondary;67837800100800005799;https://go.sap.com/community/tag.html?id=67837800100800005799;
;;;SAP HANA Live for SAP Event Management and SAP Transportation Management 9.3 cross-analytics;;;;(level 3);Primary and secondary;73555000100800000283;https://go.sap.com/community/tag.html?id=73555000100800000283;
;;;SAP HANA Live for SAP Global Batch Traceability;;;;(level 3);Primary and secondary;73554900100800000313;https://go.sap.com/community/tag.html?id=73554900100800000313;
;;;SAP HANA Live for SAP GTS;;;;(level 3);Primary and secondary;67837800100800005803;https://go.sap.com/community/tag.html?id=67837800100800005803;
;;;SAP HANA Live for SAP PLM;;;;(level 3);Primary and secondary;67838200100800006332;https://go.sap.com/community/tag.html?id=67838200100800006332;
;;;SAP HANA Live for SAP S/4HANA Finance;;;;(level 3);Primary and secondary;67838200100800006619;https://go.sap.com/community/tag.html?id=67838200100800006619;
;;;SAP HANA Live for SAP SCM;;;;(level 3);Primary and secondary;67837800100800005801;https://go.sap.com/community/tag.html?id=67837800100800005801;
;;;SAP HANA Live for SAP Service Parts Planning;;;;(level 3);Primary and secondary;73555000100800000285;https://go.sap.com/community/tag.html?id=73555000100800000285;
;;;SAP HANA Live for SAP solutions for GRC;;;;(level 3);Primary and secondary;67837800100800005802;https://go.sap.com/community/tag.html?id=67837800100800005802;
;;;SAP HANA Live for SAP solutions for GRC 10.1;;;;(level 3);Primary and secondary;67838200100800006860;https://go.sap.com/community/tag.html?id=67838200100800006860;
;;;SAP HANA Live for Transportation Management;;;;(level 3);Primary and secondary;67838200100800006329;https://go.sap.com/community/tag.html?id=67838200100800006329;
;;;SAP HANA Live for Utilities, edition for SAP CRM;;;;(level 3);Primary and secondary;67838200100800006843;https://go.sap.com/community/tag.html?id=67838200100800006843;
;;;SAP HANA Live for Utilities, edition for SAP ERP;;;;(level 3);Primary and secondary;67838200100800006627;https://go.sap.com/community/tag.html?id=67838200100800006627;
;;;SAP HANA Live tools;;;;(level 3);Primary and secondary;67837800100800005804;https://go.sap.com/community/tag.html?id=67837800100800005804;
;;SAP Hybris as a Service on SAP HANA Cloud Platform;;;;;(level 2);Displayed, but not selectable;73555000100700000141;N/A;
;;;SAP Hybris as a Service on SAP HANA Cloud Platform;;;;(level 3);Primary and secondary;73554900100800000041;https://go.sap.com/community/tag.html?id=73554900100800000041;
;;SAP Intelligent Notification 365;;;;;(level 2);Displayed, but not selectable;73554900100700001422;N/A;
;;;SAP Intelligent Notification 365, real-time push API;;;;(level 3);Primary and secondary;73554900100800000268;https://go.sap.com/community/tag.html?id=73554900100800000268;
;;SAP IT Change Approval;;;;;(level 2);Displayed, but not selectable;73554900100700001027;N/A;
;;;SAP IT Change Approval for Android;;;;(level 3);Primary and secondary;67837800100800006849;https://go.sap.com/community/tag.html?id=67837800100800006849;
;;;SAP IT Change Approval for iOS;;;;(level 3);Primary and secondary;67837800100800004906;https://go.sap.com/community/tag.html?id=67837800100800004906;
;;SAP IT Incident Management;;;;;(level 2);Displayed, but not selectable;73554900100700001028;N/A;
;;;SAP IT Incident Management for Android;;;;(level 3);Primary and secondary;67837800100800006854;https://go.sap.com/community/tag.html?id=67837800100800006854;
;;SAP IT Infrastructure Management;;;;;(level 2);Displayed, but not selectable;73554900100700001029;N/A;
;;;SAP IT Infrastructure Management;;;;(level 3);Primary and secondary;01200314690800002340;https://go.sap.com/community/tag.html?id=01200314690800002340;
;;SAP IT Process Automation by Cisco;;;;;(level 2);Displayed, but not selectable;73554900100700001030;N/A;
;;;SAP IT Process Automation by Cisco;;;;(level 3);Primary and secondary;01200615320800003672;https://go.sap.com/community/tag.html?id=01200615320800003672;
;;SAP Java Virtual Machine;;;;;(level 2);Displayed, but not selectable;73554900100700001032;N/A;
;;;SAP Java Virtual Machine;;;;(level 3);Primary and secondary;01200615320800003576;https://go.sap.com/community/tag.html?id=01200615320800003576;
;;SAP Job Progress Monitor;;;;;(level 2);Displayed, but not selectable;73554900100700001033;N/A;
;;;SAP Job Progress Monitor for Android;;;;(level 3);Primary and secondary;67837800100800006853;https://go.sap.com/community/tag.html?id=67837800100800006853;
;;SAP Knowledge Warehouse;;;;;(level 2);Displayed, but not selectable;73554900100700001036;N/A;
;;;SAP Knowledge Warehouse;;;;(level 3);Primary and secondary;01200615320800000063;https://go.sap.com/community/tag.html?id=01200615320800000063;
;;SAP Landscape Management;;;;;(level 2);Displayed, but not selectable;73554900100700001039;N/A;
;;;SAP Landscape Management, enterprise edition;;;;(level 3);Primary and secondary;01200314690800001842;https://go.sap.com/community/tag.html?id=01200314690800001842;
;;;SAP Landscape Management, standard edition;;;;(level 3);Primary and secondary;01200314690800001841;https://go.sap.com/community/tag.html?id=01200314690800001841;
;;SAP LoadRunner by HPE;;;;;(level 2);Displayed, but not selectable;73554900100700001047;N/A;
;;;SAP LoadRunner by HPE;;;;(level 3);Primary and secondary;01200314690800000156;https://go.sap.com/community/tag.html?id=01200314690800000156;
;;;SAP LoadRunner by HPE, performance center edition;;;;(level 3);Primary and secondary;01200314690800001347;https://go.sap.com/community/tag.html?id=01200314690800001347;
;;SAP marketplace connector;;;;;(level 2);Displayed, but not selectable;73554900100700001431;N/A;
;;;SAP marketplace connector;;;;(level 3);Primary and secondary;01200615320800000402;https://go.sap.com/community/tag.html?id=01200615320800000402;
;;SAP Mobile App Framework;;;;;(level 2);Displayed, but not selectable;73554900100700001064;N/A;
;;;SAP Mobile App Framework;;;;(level 3);Primary and secondary;67838200100800005770;https://go.sap.com/community/tag.html?id=67838200100800005770;
;;SAP Mobile App Protection by Mocana;;;;;(level 2);Displayed, but not selectable;73554900100700001065;N/A;
;;;SAP Mobile App Protection by Mocana;;;;(level 3);Primary and secondary;67838200100800006201;https://go.sap.com/community/tag.html?id=67838200100800006201;
;;SAP Mobile Platform;;;;;(level 2);Displayed, but not selectable;73554900100700001072;N/A;
;;;Agentry;;;;(level 3);Primary and secondary;67838200100800005480;https://go.sap.com/community/tag.html?id=67838200100800005480;
;;;commerce reporting add-on for SAP Mobile Platform, consumer edition;;;;(level 3);Primary and secondary;67838200100800005418;https://go.sap.com/community/tag.html?id=67838200100800005418;
;;;mobile app builder add-on for SAP Mobile Platform, consumer edition;;;;(level 3);Primary and secondary;67838200100800005680;https://go.sap.com/community/tag.html?id=67838200100800005680;
;;;SAP Mobile Platform;;;;(level 3);Primary and secondary;01200615320800002636;https://go.sap.com/community/tag.html?id=01200615320800002636;
;;;SAP Mobile Platform SDK;;;;(level 3);Primary and secondary;67837800100800005566;https://go.sap.com/community/tag.html?id=67837800100800005566;
;;;SMS builder add-on for SAP Mobile Platform, consumer edition;;;;(level 3);Primary and secondary;67838200100800004026;https://go.sap.com/community/tag.html?id=67838200100800004026;
